4,"금융자산",168.52,168.52,170.7472,174.6208,179.5344,179.926,179.98,179.98,179.98,180.5146,181.206,181.83,181.83,189.5676,195.03,196.491,197.8304,198.12,199.8864,203.64,203.64,203.64,203.8192,204.3092,205.3896,205.74,205.74,205.74,212.8752,215.65,215.664,215.7158,217.182,217.87,218.7308,222.712,231.9028,239.5516,244.2112,244.9586,246.498,250.8538,257.5928,258.4512,258.66,260.796,265.7888,265.9516,271.8916,279.1734,284.42,286.8398,289.4852,291.6896,292.5628,297.937,300.6292,301.3516,302.1804,303.4712,304.09,304.1334,304.3628,309.3414,312.4024,313.473,320.9692,322.59,322.59,322.59,322.59,327.2232,331.4052,332.01,332.01,332.01,332.3052,333.2154,333.24,333.24,333.24,333.24,336.266,339.1432,341.6668,344.057,344.38,344.38,345.2692,350.7526,353.032,357.6816,365.1,365.1,365.1,366.252,369.4272,378.4404,396.6264,414.9206,426.25
4,"월저축금액",2.4,2.5998,2.9676,3.3736,3.6548,3.845,3.9464,3.9836,3.9984,4.1716,4.412,4.6414,4.6488,4.6872,4.7172,4.785,5.192,5.338,5.4056,5.4606,5.468,5.524,5.5952,5.6602,5.6676,5.68,5.798,6.131,6.284,6.4136,6.5,6.5,6.5612,6.5942,6.6448,6.852,6.912,6.9984,7.1232,7.2046,7.238,7.25,7.258,7.332,7.35,7.356,7.3708,7.3856,7.39,7.3926,7.4,7.4,7.4,7.4176,7.4768,7.487,7.5032,7.5416,7.6304,7.6532,7.716,7.8084,7.8528,7.8662,7.96,8.122,8.1368,8.14,8.14,8.14,8.14,8.14,8.1428,8.1516,8.2108,8.245,8.2744,8.3188,8.32,8.3982,8.496,8.5182,8.52,8.5788,8.692,8.84,9.0264,9.1656,9.2508,9.3174,9.342,9.6458,10.224,10.261,10.354,10.426,10.4624,10.8768,11.3328,11.692,11.84
4,"월소비금액",4.64,4.8398,5.126,5.3776,5.4368,5.587,5.65,5.6734,5.7696,6.044,6.256,6.426,6.722,7.4706,8.3392,9.258,10.2792,10.6914,11.0092,11.4236,11.838,11.95,12.3224,13.3118,14.4884,15.27,15.7804,16.1208,16.1588,16.2942,16.44,16.44,16.542,16.6068,16.8316,17.764,18.114,18.2514,18.2712,18.2786,18.466,18.641,18.74,18.74,18.796,18.84,18.8424,18.8868,18.9,18.9,18.9,18.9,18.9576,19.0816,19.2888,19.3,19.3044,19.3208,19.3652,19.4294,19.46,19.5496,20.0232,20.3294,20.6392,20.951,21.0324,21.0616,21.166,21.4084,21.882,22.1504,22.34,22.5212,22.5656,22.855,23.13,23.13,24.9804,27.5124,29.862,30.6834,31.4028,31.71,31.8332,32.403,32.48,32.5826,32.75,32.75,32.96,33.5998,34.6236,35.1194,35.3464,35.61,36.0336,36.1002,42.49,48.513,48.92
5,"금융자산",2350.34,2567.8992,2716.9144,2808.952,2964.196,3028.12,3033.6224,3080.3928,3172.4436,3278.1708,3332.462,3425.5132,3525.2808,3594.3892,3629.2608,3674.228,3768.7072,3887.0424,4040.0024,4247.0692,4395.456,4491.146,4522.732,4561.0444,4614.622,4684.9,4690.3468,4693.432,4695.9968,4723.8224,4735.28,4735.784,4740.068,4753.3104,4776.748,4824.96,4849.484,4866.9796,4893.7104,4900.7852,4903.126,4908.6204,4913.7676,4917.638,4919.304,4927.606,4971.7088,5065.6916,5071.22,5078.4488,5093.81,5115.5496,5125.78,5126.1488,5132.4184,5137.136,5140.34,5140.34,5140.5468,5140.9528,5141.762,5143.2096,5148.5312,5165.5788,5169.59,5183.972,5232.8708,5256.116,5282.0192,5322.8736,5356.876,5409.8364,5491.1848,5511.4964,5534.1564,5563.75,5591.868,5650.0352,5729.92,5729.92,5781.052,5864.702,5923.794,5945.31,5977.5468,6155.462,6383.7196,6696.2012,7214.2388,7519.0868,7706.772,7770.6988,8016.2224,8200.27,8200.27,8200.27,8276.2228,8460.6796,8896.6372,9135.76,9135.76
5,"월저축금액",76.6,95.5652,104.49,104.5744,106.0092,106.972,107.5548,107.7656,108.324,109.8556,115.044,117.2468,118.388,120.122,120.6496,121.234,122.8456,123.13,123.13,123.13,123.13,123.13,123.13,123.13,124.3684,127,127.51,127.75,127.8452,129.4636,130.13,130.1644,130.4568,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,131.02,131.71,131.71,133.36,135.46,135.46,135.46,135.46,135.46,135.46,135.46,135.46,135.46,135.7456,136.5548,136.65,137,137.85,137.9,137.9,137.9,144.2444,147.626,148.33,148.33,149.65,152.1676,156.7372,160.6336,163.54,163.54,163.54,163.54,163.54,163.54,163.918,165.2032,165.43,168.9916,179.0828,180.864,181.512,182.124,183.2736,183.9,183.9
5,"월소비금액",116.3,121.1688,147.5224,190.3144,190.5592,190.988,191.6528,193.1216,193.64,194.3192,198.168,199.4824,200.3696,203.3004,204.4736,204.92,204.92,205.1384,210.9956,227.1048,235.234,239.5272,239.8604,243.8608,246.1,246.1,246.8616,247.22,247.286,248.408,249.218,249.74,249.74,250.1976,251.5684,256.036,257.35,257.942,260.458,261.9028,264.252,269.5628,270.5,271.208,273.214,280.362,285.0008,285.0756,285.8416,286.3052,286.38,286.6724,286.8496,287.0504,289.2672,290.536,291.07,291.07,291.0744,291.9092,296.608,298.0476,298.8908,302.2092,302.99,306.128,316.7972,319.3072,319.8,319.8,320.316,321.0492,321.9944,322.05,322.05,322.05,322.05,323.5656,326.26,326.26,326.26,326.26,326.26,327.0652,328.174,328.65,329.3468,329.95,329.95,332.7008,335.24,335.24,335.24,335.24,335.24,359.402,375.51,375.51,375.51,375.51,375.51
6,"금융자산",79.28,92.1634,99.3684,105.8758,118.0044,120.074,121.8548,123.9494,126.4136,127.076,127.588,128.2558,129.3436,129.6626,130.1352,130.889,131.3996,131.6724,131.79,132.0402,135.126,136.284,136.6776,136.9806,137.0028,137.24,137.9572,139.4594,140.0688,140.911,141.916,142.9372,144.108,144.704,144.884,145.18,147.1528,148.3388,148.728,150.134,150.4,150.6142,151.2924,153.7196,154.4164,154.752,155.394,156.393,159.8516,163.0144,163.71,163.8136,166.4516,169.347,169.606,169.669,169.69,169.8502,170.5088,171.4446,171.954,172.4042,174.2764,174.7598,175.9356,177.869,178.1576,180.0992,181.7672,182.5958,184.764,186.727,188.6336,190.52,190.52,190.91,191.7608,193.1816,194.4872,194.9938,195.218,195.9876,198.43,199.55,200.3852,204.248,206.3188,207.3306,207.56,207.56,213.458,217.39,218.314,226.861,237.172,244.009,245.0172,247.7404,251.6076,260.1552,276.45
6,"월저축금액",2.04,2.4248,2.6944,2.8906,3.0608,3.091,3.1,3.1,3.1,3.1726,3.226,3.25,3.25,3.2562,3.3032,3.381,3.3884,3.4712,3.5332,3.546,3.62,3.6454,3.6724,3.73,3.73,3.775,3.82,3.82,3.82,3.82,3.826,3.8482,3.8568,3.8726,3.9124,4.016,4.1196,4.1852,4.2208,4.2874,4.324,4.34,4.3464,4.4056,4.4816,4.548,4.59,4.59,4.642,4.7004,4.73,4.73,4.7588,4.79,4.79,4.818,4.8344,4.8472,4.8768,4.913,4.93,4.9398,4.9916,5.0248,5.094,5.207,5.3328,5.5572,5.7032,5.7148,5.774,5.817,5.84,5.8406,5.8628,5.99,6.1268,6.1786,6.18,6.249,6.374,6.5368,6.6384,6.68,6.7232,6.923,6.9692,7.208,7.6736,8.2508,8.36,8.5232,8.84,8.84,9.1368,9.484,9.81959999999999,11.1072,13.3776,16.0742,18.79
6,"월소비금액",2.09,2.1492,2.7892,3.5326,3.7768,4.532,5.1228,5.4898,5.5712,5.5866,5.59,5.59,5.59,5.7326,5.82,5.917,6.6348,6.8654,6.9488,7.0124,7.042,7.1202,7.18,7.1832,7.3016,7.465,7.8276,8.5602,8.8248,9.058,9.46,10.348,10.9912,11.617,12.1692,12.443,13.056,14.5808,16.7236,17.8558,18.07,18.07,18.07,18.07,18.5012,18.852,18.88,18.88,19.0672,19.24,19.24,19.2992,19.3248,19.33,19.33,19.554,19.65,20.0334,21.6096,21.8922,21.95,21.9864,22.1788,22.21,22.2568,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.3848,22.5,22.5,22.92,23.34,23.34,23.3544,23.3692,23.462,23.7654,23.79,23.8278,23.8816,23.889,23.89,24.0002,24.2244,24.4982,24.976,25.464,25.8992,26.2618,26.5852,27.223,28.2848,28.3736,28.7848,29.153,29.19
7,"금융자산",206.5,298.622,337.2768,364.0274,378.1844,384.279,387.298,394.4372,408.4708,422.29,424.956,446.434,450.3548,470.6428,485.252,487.701,492.5616,494.71,496.2488,518.779,530.298,544.7808,548.482,553.0464,562.2168,562.38,562.38,567.1,567.8996,588.35,597.806,600.1512,601.164,624.3574,635.66,641.997,647.17,649.7836,654.5756,663.2456,672.166,679.83,679.83,701.3608,730.9676,733.79,750.212,761.66,763.3048,779.4878,785.12,808.508,819.7356,843.82,843.82,876.966,880.26,880.26,888.952,913.0686,918.556,919.26,938.51,938.51,938.51,943.508,945.65,989.1218,1011.992,1032.974,1046.74,1054.0408,1090.864,1107.9,1107.9,1107.9,1111.8696,1112.82,1120.1952,1156.278,1156.98,1163.4238,1171.2136,1180.94,1183.0808,1204.213,1217.0324,1254.043,1311.15,1359.89,1366.61,1375.4912,1388.04,1402.8992,1439.04,1448.827,1501.1092,1598.61,1619.5924,1711.39,1884.41
7,"월저축금액",13.18,15.3906,16.6948,18.6734,19.3,19.837,20.564,20.8128,21.7136,21.9262,21.962,22.1072,22.6396,22.73,22.8868,22.978,23.03,23.41,23.8688,24.0598,24.326,24.78,24.85,24.9814,25.0128,25.425,25.7712,25.9988,26.9172,27.14,27.308,27.3374,27.4,27.6052,28.18,28.201,28.334,28.489,28.624,28.7,29.042,29.1608,29.7756,30.0818,30.23,30.517,30.736,31.2822,31.6408,31.9438,32.12,32.5744,32.64,32.9878,33.1928,33.418,33.842,34.546,34.6244,34.7788,34.918,35.1846,35.236,35.364,35.5,35.64,35.9904,36.93,36.93,36.9584,37.264,37.4546,37.73,37.8496,38.034,38.395,38.7084,38.81,38.96,39.27,39.726,40.1726,41.068,41.4322,41.9944,42.181,42.7152,44.4164,45.6572,46.2224,46.34,47.1142,48.0828,49.4018,51.9968,52.517,52.754,53.133,54.304,54.7822,56.11
7,"월소비금액",19.26,25.2206,28.988,35.4748,41.4308,43.7,49.16,60.885,64.46,66.16,67.106,68.0596,70.832,72.13,74.474,74.922,75.1004,76.073,77.56,77.69,77.89,78.398,80.0832,81.88,82.01,82.04,82.9016,83.28,85.4204,86.2412,86.656,87.3696,88.3052,89.16,91.368,92.96,93.6288,94.5476,94.77,95.561,95.774,96.505,97.73,98.8644,99.3148,100.022,100.0512,100.0984,100.326,103.9714,104.69,105.64,106.7876,107.5838,110.0712,110.51,110.8856,114.4426,114.46,115.5804,116.484,116.8954,117.7676,118.4092,118.7304,119.37,120.96,122.4608,125.15,126.8,127.334,133.952,134.8212,135.3,136.066,136.595,136.7636,137.9562,139.1084,142.1524,142.87,144.6158,145.9712,146.2974,146.8564,147.06,149.5992,150.98,151.6384,151.822,153.588,155.007,158.4644,162.4178,164.6288,169.149,181.8484,185.556,196.904,201.0728,222.01
8,"금융자산",1359.89,1461.19,1474.7764,1538.8595,1562.6828,1599.3195,1650.3276,1672.5,1686.1752,1701.2563,1711.995,1717.44,1730.7772,1756.0571,1764.27,1764.5805,1769.646,1775.36,1775.36,1837.4216,1840.02,1841.9802,1842.44,1842.6983,1851.05,1855.61,1880.378,1890.52,1915.1448,1940.73,1941.882,1950.0937,1962,1994.56,1994.56,1998.095,2020.4616,2047.5708,2061.2568,2089.35,2091.002,2100.5965,2128.515,2134.9149,2136.94,2136.94,2136.94,2179.0495,2273.38,2314.0708,2329.96,2363.04,2363.6808,2412.63,2412.63,2416.98,2430.5452,2445.8773,2477.7434,2545.1351,2582.01,2660.8632,2671.4362,2674.6957,2681.088,2744.5675,2752.16,2752.16,2812.178,2820.8754,2830.03,2830.03,2830.03,2843.3904,2860.6254,2887.92,2896.342,2933.798,2961.346,2989.3862,3033.11,3054.3159,3110.054,3122.8983,3204.3992,3206.36,3209.28,3277.9494,3348.272,3383.56,3397.42,3486.8398,3530.0984,3560.3905,3561.97,3561.97,4003.4944,4359.0677,4611.23,4824.9139,5223.81
8,"월저축금액",48.01,49.9937,50.8,51.2399,51.6148,51.72,51.72,51.9037,52.2708,52.29,52.29,52.3752,52.43,52.43,52.6332,52.7,52.738,52.95,53.3616,53.37,53.388,53.5086,53.52,53.7747,54.474,54.63,54.7504,54.8294,55.484,56.1004,56.76,56.8783,57.5,57.5551,58.7002,59.907,60.4348,60.4799,60.53,61.4464,61.804,63.75,63.8554,64.2469,65.04,69.5715,72.14,72.14,72.14,72.14,72.14,72.14,72.14,72.14,72.14,72.459,72.78,72.78,72.88,72.88,72.934,72.97,72.97,72.9829,73.0228,73.596,73.6178,74.2316,74.3984,75.24,75.268,75.9731,76.1364,76.2,76.8986,77.32,77.5396,77.93,78.7578,79.7618,80.75,81.46,81.672,81.77,82.3748,82.441,82.7742,83.0871,83.7772,87.1126999999999,96.011,97.0841,99.4044,100.17,102.1272,106.447,106.55,106.6928,107.39,107.84,137.75
8,"월소비금액",102.83,109.894,115.92,116.1939,120.6108,126.2905,129.1834,130.5732,130.69,133.1193,135.093,141.6919,142.0876,143.2542,146.5816,149.8485,150.01,151.5195,154.3692,154.5457,154.816,154.96,156.0128,157.0522,159.3672,159.9875,160.79,164.0239,166.2632,174.2028,174.56,176.7713,179.582,180.2621,182.464,183.1985,184.9324,185.8657,188.2852,191.3206,192.538,193.69,193.69,194.94,194.94,195.6825,197.082,197.471,199.3532,199.49,200.605,201.2434,202.3392,202.8492,203.9526,204.568,205.5776,205.824,206.3056,207,207.696,207.9997,208.5976,209.3068,212.11,213.9235,216.5914,217.25,217.32,217.6663,218.094,221.6598,231.858,233.3049,235.29,236.325,237.6312,239.34,239.58,240.7328,241.64,243.58,246.2,246.8552,248.8332,248.97,249.22,249.4657,252.15,253.38,254.739,255.8297,257.8472,262.798,273.3174,274.473,274.8696,275.4762,283.845,287.7776,290.73
9,"금융자산",228.79,258.7268,305.8748,319.7464,328.2304,362.346,374.75,387.1236,392.8176,403.658,414.978,422.3868,433.1916,449.826,453.6532,472.63,487.894,498.4048,508.1084,529.438,543.402,579.8572,601.05,612.0344,644.6432,702.76,735.692,744.9524,808.9556,835.5688,853.514,883.1304,894.9992,923.4784,941.6892,968.37,985.6228,1020.7612,1026.69,1053.4812,1081.54,1110.2148,1140.9484,1148.1992,1152.2092,1165.322,1179.3816,1199.93,1215.0232,1236.634,1258.54,1313.7792,1362.1632,1386.2364,1396.7296,1424.168,1452.3316,1481.3076,1490.9076,1496.6036,1520.25,1542.3016,1567.1236,1608.2684,1675.3956,1727.346,1786.8544,1849.5164,1872.17,1896.616,1942.922,1997.7968,2007.76,2046.996,2103.7252,2141.39,2194.438,2273.0168,2360.6552,2376.142,2395.572,2437.0156,2527.246,2599.4916,2681.1844,2801.616,2878.7532,2946.486,3104.0512,3245.6036,3319.09,3345.7544,3353.2792,3481.2,3528.5304,3575.14,3781.414,3863.1076,4050.61,4548.36919999999,5291.57
9,"월저축금액",6.31,12.7112,14.1888,15.0168,16.1936,16.61,16.8116,17.6548,18.6124,18.994,19.418,20.0664,20.688,20.9232,21.09,21.474,21.7688,22.152,22.5204,22.6824,23.06,23.3152,24.0164,24.622,25.04,25.78,26.8612,27.2056,27.7244,27.9952,28.47,28.77,29.4252,29.7728,30.0272,30.478,30.8132,30.9792,31.324,31.586,31.864,32.53,33.286,34.1488,34.5144,35.15,36.0744,36.78,37.6376,38.8228,39.58,39.8684,41.0424,42.3868,43.222,44.25,44.8648,45.3924,45.7436,46.3024,46.7,47.2056,47.8656,48.3304,48.5712,48.928,49.38,49.9404,50.7944,52.1396,52.5,52.6828,53.1672,54.0576,54.2052,55.44,56.4608,56.92,57.4152,59.8444,60.404,60.6184,61.0652,62.552,63.8624,64.668,65.7404,71.6756,74.422,75.1856,76.25,78.362,79.3756,80.7784,83.6924,88.71,92.6328,97.4995999999999,99.89,107.1944,137.75
9,"월소비금액",19.1,20.5164,21.74,35.69,41.22,52.672,64.746,71.6568,73.7692,74.85,75.93,78.572,80.2356,81.9184,83.8644,86.382,88.412,88.93,90.2332,91.7872,92.526,94.5488,96.7748,97.944,98.62,100.11,103.7956,104.5452,107.3612,108.35,110.674,111.7384,114.5928,114.83,115.11,116.274,116.722,117.52,118.692,120.3876,121.916,123.492,124.9184,126.9688,129.6368,131.92,133.8568,134.8904,136.134,137.03,138.79,139.3548,140.1276,140.65,141.474,142.572,143.5892,145.9224,147.4696,148.754,150.35,152.5908,153.1228,153.85,156.48,158.68,160.26,162.8916,164.2084,168.3,172.362,179.5064,185.2896,189.5576,190.09,192.49,197.2384,201.3928,205.0872,209.0232,210.912,211.61,215.0804,217.2292,220.966,222.334,223.4216,225.7804,230.9044,234.6448,236.434,241.9196,245.91,248.9396,255.89,259.144,259.86,267.7912,271.2464,311.8728,371
10,"금융자산",82.88,84.1232,87.8864,92.0554,93.9572,97.637,99.28,99.69,100.8,101.151,101.27,102.019,105.978,106.8432,107.1348,107.517,108.3088,108.7236,109.2424,110.0234,110.682,112.5556,114.252,114.9142,115.4396,115.705,116.1144,117.0838,117.1604,118.8636,121.95,126.057,126.5396,127.3786,128.5248,128.917,130.0324,131.0708,132.0624,133.7422,134.06,134.4442,135.33,136.625,138.2616,139.723,140.7436,141.3652,142.2,144.3002,148.57,150.2054,151.9032,153.12,153.12,153.771,154.9036,156.5066,158.6304,162.358,164.856,166.39,168.98,169.4,169.8428,170.727,171.4448,171.7682,173.2532,176.2742,177.806,180.11,182.2156,183.4956,183.7028,184.405,185.46,186.755,189.9004,191.248,191.41,191.41,191.41,192.2584,194.4044,198.911,200.6016,203.8092,208.4112,210.6386,211.522,212.7786,215.4144,222.7626,228.1172,235.405,246.4352,256.8914,302.0836,344.635,355.18
10,"월저축금액",2.23,2.23,2.3884,2.5886,2.6848,2.76,2.79,2.8242,2.9648,3.0328,3.092,3.1484,3.1928,3.2124,3.22,3.223,3.2452,3.3312,3.39,3.3906,3.398,3.4162,3.4328,3.4424,3.5312,3.56,3.56,3.56,3.5672,3.5976,3.634,3.6488,3.684,3.7504,3.8216,3.829,3.83,3.8376,3.8536,3.8758,3.88,3.965,4.134,4.171,4.1968,4.21,4.21,4.21,4.2776,4.34,4.34,4.3474,4.3836,4.4838,4.6984,4.724,4.7344,4.7544,4.8136,4.82,4.868,4.954,5.028,5.0462,5.0716,5.115,5.152,5.1832,5.2,5.2042,5.256,5.3618,5.44,5.44,5.44,5.44,5.452,5.489,5.6556,5.7752,5.846,5.8682,5.8972,5.9142,5.9488,6.082,6.1576,6.2242,6.2824,6.2972,6.474,6.7668,7.1148,7.1592,7.9428,8.655,8.9072,9.0404,9.3296,9.6094,9.75
